customer_id,age,income_band,customer_segment,occupation,city,kyc_risk_rating,amount,category,channel,premium_amount,product_type,income_score,age_bucket,age_income_interaction,premium_to_income_ratio,age_premium_interaction,wealth_segment
33730,76,High,SME,Interpreter,Nairobi,Medium,97644,Bills,Branch,12912,Travel,3,Elderly,228,3228.0,981312,MatureHighIncome
33731,51,High,Mass,"Editor, magazine features",Naivasha,High,54205,School Fees,Branch,7280,Education,3,Senior,153,1820.0,371280,MatureHighIncome
33732,49,High,SME,Community education officer,Nairobi,High,15594,School Fees,USSD,1275,Education,3,MiddleAge,147,318.75,62475,MatureHighIncome
33733,68,High,Mass,Civil Service fast streamer,Naivasha,Low,159996,Bills,App,13372,Medical,3,Elderly,204,3343.0,909296,MatureHighIncome
33734,41,Medium,Mass,"Scientist, audiological",Thika,Low,203912,School Fees,Internet Banking,10641,Education,2,MiddleAge,82,3547.0,436281,MatureLowIncome
33735,59,High,SME,Press sub,Thika,Medium,150271,Electronics,App,11697,Gadget,3,Senior,177,2924.25,690123,MatureHighIncome
33736,42,Medium,Affluent,"Engineer, electronics",Mombasa,High,98064,Electronics,App,8653,Gadget,2,MiddleAge,84,2884.3333333333335,363426,MatureLowIncome
33737,78,Medium,Affluent,"Scientist, water quality",Naivasha,Low,77540,Bills,Branch,9032,Gadget,2,Elderly,156,3010.6666666666665,704496,MatureLowIncome
33738,79,Low,Mass,Geochemist,Machakos,Low,1575,Travel,USSD,7138,Travel,1,Elderly,79,3569.0,563902,MatureLowIncome
33739,20,Low,SME,Tax inspector,Machakos,Low,1417,Electronics,App,14312,Gadget,1,Youth,20,7156.0,286240,YoungLowIncome
33740,42,Medium,Affluent,Government social research officer,Kisumu,High,166984,Electronics,Internet Banking,3511,Gadget,2,MiddleAge,84,1170.3333333333333,147462,MatureLowIncome
33741,45,High,Affluent,"Engineer, maintenance",Thika,Low,116052,Bills,Branch,8650,Life,3,MiddleAge,135,2162.5,389250,MatureHighIncome
33742,29,High,SME,Publishing copy,Thika,Medium,204612,Travel,USSD,6513,Travel,3,YoungAdult,87,1628.25,188877,YoungHighIncome
33743,43,Medium,Affluent,Higher education lecturer,Eldoret,High,263789,Groceries,Branch,12822,Motor,2,MiddleAge,86,4274.0,551346,MatureLowIncome
33744,65,High,Mass,Holiday representative,Meru,Medium,224176,Groceries,App,9977,Medical,3,Elderly,195,2494.25,648505,MatureHighIncome
33745,61,Medium,Mass,"Psychologist, clinical",Meru,High,130135,Bills,Internet Banking,8707,Medical,2,Senior,122,2902.3333333333335,531127,MatureLowIncome
33746,25,Low,Mass,Quarry manager,Kisumu,Low,59748,Bills,USSD,8384,Medical,1,YoungAdult,25,4192.0,209600,YoungLowIncome
33747,22,High,Affluent,Freight forwarder,Machakos,Low,206598,Groceries,Internet Banking,1607,Life,3,Youth,66,401.75,35354,YoungHighIncome
33748,28,High,SME,Theatre manager,Meru,Medium,205979,Bills,USSD,4459,Life,3,YoungAdult,84,1114.75,124852,YoungHighIncome
33749,59,High,SME,Leisure centre manager,Eldoret,Low,166364,Bills,USSD,8889,Motor,3,Senior,177,2222.25,524451,MatureHighIncome
33750,52,Low,Mass,"Engineer, aeronautical",Thika,High,253822,Bills,Branch,6141,Education,1,Senior,52,3070.5,319332,MatureLowIncome
33751,44,High,Mass,Meteorologist,Nakuru,Low,49509,School Fees,USSD,991,Education,3,MiddleAge,132,247.75,43604,MatureHighIncome
33752,72,Medium,Mass,Equities trader,Thika,Low,267629,Travel,App,13142,Travel,2,Elderly,144,4380.666666666667,946224,MatureLowIncome
33753,58,High,Mass,Geographical information systems officer,Kisumu,High,74702,Electronics,Branch,6954,Gadget,3,Senior,174,1738.5,403332,MatureHighIncome
33754,61,Medium,Affluent,"Teacher, primary school",Thika,Low,224000,Bills,App,2080,Medical,2,Senior,122,693.3333333333334,126880,MatureLowIncome
33755,55,High,Mass,Legal executive,Nyeri,High,61537,School Fees,Internet Banking,13926,Education,3,Senior,165,3481.5,765930,MatureHighIncome
33756,36,Medium,Affluent,Fast food restaurant manager,Naivasha,High,119522,School Fees,Branch,13636,Education,2,MiddleAge,72,4545.333333333333,490896,MatureLowIncome
33757,65,Low,Mass,Proofreader,Nairobi,Low,288335,Bills,USSD,10487,Medical,1,Elderly,65,5243.5,681655,MatureLowIncome
33758,70,High,SME,Commissioning editor,Naivasha,Low,46159,Bills,Internet Banking,9141,Medical,3,Elderly,210,2285.25,639870,MatureHighIncome
33759,72,Low,Affluent,Risk analyst,Kisumu,Low,214488,School Fees,Branch,7149,Education,1,Elderly,72,3574.5,514728,MatureLowIncome
33760,73,Low,SME,"Engineer, manufacturing",Eldoret,Medium,225235,School Fees,Branch,9681,Education,1,Elderly,73,4840.5,706713,MatureLowIncome
33761,78,High,SME,Product manager,Eldoret,High,279168,Groceries,App,10499,Medical,3,Elderly,234,2624.75,818922,MatureHighIncome
33762,49,High,SME,Advertising account planner,Thika,High,170321,Groceries,USSD,6078,Life,3,MiddleAge,147,1519.5,297822,MatureHighIncome
33763,63,Medium,Mass,Careers information officer,Mombasa,Medium,140079,Groceries,Branch,6166,Medical,2,Senior,126,2055.3333333333335,388458,MatureLowIncome
33764,45,High,SME,Energy engineer,Meru,Medium,217046,Bills,USSD,7702,Life,3,MiddleAge,135,1925.5,346590,MatureHighIncome
33765,53,High,SME,Teaching laboratory technician,Naivasha,Medium,35772,Travel,App,4713,Travel,3,Senior,159,1178.25,249789,MatureHighIncome
33766,35,Medium,SME,Restaurant manager,Nakuru,Low,295745,Groceries,Branch,7277,Travel,2,MiddleAge,70,2425.6666666666665,254695,MatureLowIncome
33767,27,Medium,Affluent,Science writer,Eldoret,High,150216,Travel,USSD,2146,Travel,2,YoungAdult,54,715.3333333333334,57942,MatureLowIncome
33768,49,High,Mass,Acupuncturist,Eldoret,High,146361,Travel,Branch,12662,Travel,3,MiddleAge,147,3165.5,620438,MatureHighIncome
33769,35,High,SME,Learning mentor,Nyeri,Low,244112,Bills,Internet Banking,13695,Life,3,MiddleAge,105,3423.75,479325,MatureHighIncome
33770,29,High,Mass,Social researcher,Thika,Medium,285481,Travel,Branch,1755,Travel,3,YoungAdult,87,438.75,50895,YoungHighIncome
33771,68,Low,Affluent,Field seismologist,Nakuru,Medium,276436,School Fees,App,598,Education,1,Elderly,68,299.0,40664,MatureLowIncome
33772,25,Low,Mass,"Engineer, production",Thika,Medium,91241,Bills,App,4038,Motor,1,YoungAdult,25,2019.0,100950,YoungLowIncome
33773,50,High,SME,"Development worker, international aid",Nakuru,Medium,68924,Travel,App,8779,Travel,3,Senior,150,2194.75,438950,MatureHighIncome
33774,63,Medium,Mass,Tour manager,Eldoret,Medium,41261,Electronics,Internet Banking,789,Travel,2,Senior,126,263.0,49707,MatureLowIncome
33775,72,High,Mass,"Education officer, environmental",Nakuru,Low,223502,School Fees,Internet Banking,3901,Medical,3,Elderly,216,975.25,280872,MatureHighIncome
33776,55,High,Mass,Bonds trader,Meru,Medium,97973,Travel,App,9295,Travel,3,Senior,165,2323.75,511225,MatureHighIncome
33777,31,Low,Mass,Broadcast journalist,Nairobi,Low,99220,Bills,Branch,7586,Life,1,YoungAdult,31,3793.0,235166,YoungLowIncome
33778,19,High,Mass,Primary school teacher,Eldoret,High,125768,Travel,Branch,13457,Travel,3,Youth,57,3364.25,255683,YoungHighIncome
33779,26,High,Affluent,"Embryologist, clinical",Eldoret,Low,124120,School Fees,USSD,10607,Education,3,YoungAdult,78,2651.75,275782,YoungHighIncome
33780,78,Low,SME,"Conservator, furniture",Nairobi,Low,111123,Travel,Internet Banking,14480,Travel,1,Elderly,78,7240.0,1129440,MatureLowIncome
33781,61,Low,Mass,Film/video editor,Nakuru,Low,98860,Groceries,App,10309,Medical,1,Senior,61,5154.5,628849,MatureLowIncome
33782,22,Medium,Mass,"Journalist, broadcasting",Mombasa,Medium,277398,Bills,Internet Banking,9357,Gadget,2,Youth,44,3119.0,205854,MatureLowIncome
33783,51,Medium,SME,Music tutor,Mombasa,Medium,2362,School Fees,USSD,9148,Education,2,Senior,102,3049.3333333333335,466548,MatureLowIncome
33784,36,Medium,SME,Museum/gallery curator,Mombasa,Medium,255916,Bills,Branch,12413,Education,2,MiddleAge,72,4137.666666666667,446868,MatureLowIncome
33785,24,High,SME,"Engineer, communications",Nyeri,High,57744,School Fees,USSD,950,Travel,3,Youth,72,237.5,22800,YoungHighIncome
33786,56,Medium,SME,Emergency planning/management officer,Nairobi,Low,270133,School Fees,Branch,2636,Medical,2,Senior,112,878.6666666666666,147616,MatureLowIncome
33787,59,Low,Mass,Museum education officer,Meru,High,177102,Bills,USSD,14946,Medical,1,Senior,59,7473.0,881814,MatureLowIncome
33788,34,Medium,SME,"Therapist, occupational",Thika,High,49210,Travel,Branch,8128,Travel,2,YoungAdult,68,2709.3333333333335,276352,MatureLowIncome
33789,43,High,Affluent,Minerals surveyor,Naivasha,Low,165587,School Fees,Branch,11170,Education,3,MiddleAge,129,2792.5,480310,MatureHighIncome
33790,63,High,Mass,"Engineer, drilling",Thika,Medium,77232,School Fees,USSD,3329,Education,3,Senior,189,832.25,209727,MatureHighIncome
33791,44,Medium,Affluent,Technical brewer,Nakuru,Low,130263,Travel,App,13419,Travel,2,MiddleAge,88,4473.0,590436,MatureLowIncome
33792,60,High,SME,Press sub,Nyeri,Low,298715,Groceries,App,14497,Medical,3,Senior,180,3624.25,869820,MatureHighIncome
33793,45,High,Affluent,Chartered loss adjuster,Mombasa,Medium,59445,School Fees,Branch,1826,Education,3,MiddleAge,135,456.5,82170,MatureHighIncome
33794,37,High,Mass,"Loss adjuster, chartered",Eldoret,High,183740,Bills,App,5230,Life,3,MiddleAge,111,1307.5,193510,MatureHighIncome
33795,23,Medium,Mass,Microbiologist,Kisumu,Medium,206874,School Fees,USSD,5428,Education,2,Youth,46,1809.3333333333333,124844,MatureLowIncome
33796,25,High,Mass,"Teacher, early years/pre",Nairobi,Medium,282852,School Fees,Branch,5740,Education,3,YoungAdult,75,1435.0,143500,YoungHighIncome
33797,49,Medium,Mass,Public librarian,Mombasa,Medium,76564,School Fees,App,11328,Education,2,MiddleAge,98,3776.0,555072,MatureLowIncome
33798,36,Medium,Affluent,Merchant navy officer,Machakos,Low,215168,School Fees,App,10195,Education,2,MiddleAge,72,3398.3333333333335,367020,MatureLowIncome
33799,49,High,Mass,Air broker,Naivasha,Medium,254020,School Fees,USSD,4650,Education,3,MiddleAge,147,1162.5,227850,MatureHighIncome
33800,79,Medium,Mass,Graphic designer,Naivasha,High,128660,Travel,Branch,10251,Travel,2,Elderly,158,3417.0,809829,MatureLowIncome
33801,36,Medium,Mass,Event organiser,Meru,Low,248820,Bills,Branch,6895,Life,2,MiddleAge,72,2298.3333333333335,248220,MatureLowIncome
33802,41,High,SME,Fitness centre manager,Nyeri,Medium,274438,School Fees,Internet Banking,5038,Education,3,MiddleAge,123,1259.5,206558,MatureHighIncome
33803,41,High,Affluent,Purchasing manager,Mombasa,Low,42914,Electronics,USSD,7908,Gadget,3,MiddleAge,123,1977.0,324228,MatureHighIncome
33804,73,Medium,SME,Ophthalmologist,Mombasa,Low,63207,School Fees,Internet Banking,5019,Education,2,Elderly,146,1673.0,366387,MatureLowIncome
33805,34,Low,Mass,Cartographer,Nyeri,Low,130808,School Fees,App,6355,Education,1,YoungAdult,34,3177.5,216070,YoungLowIncome
33806,73,Low,SME,Architectural technologist,Thika,Low,141958,School Fees,USSD,4589,Education,1,Elderly,73,2294.5,334997,MatureLowIncome
33807,73,Low,Mass,"Programme researcher, broadcasting/film/video",Mombasa,Medium,107308,Groceries,Internet Banking,8548,Medical,1,Elderly,73,4274.0,624004,MatureLowIncome
33808,35,Low,SME,"Designer, exhibition/display",Machakos,Low,93769,Groceries,USSD,7576,Motor,1,MiddleAge,35,3788.0,265160,MatureLowIncome
33809,29,Medium,Mass,Immunologist,Meru,High,272811,Electronics,Branch,6343,Gadget,2,YoungAdult,58,2114.3333333333335,183947,MatureLowIncome
33810,58,High,Mass,Archivist,Thika,Medium,126484,Electronics,Internet Banking,8127,Gadget,3,Senior,174,2031.75,471366,MatureHighIncome
33811,40,Low,Mass,Surgeon,Thika,Medium,119674,Electronics,Internet Banking,9478,Gadget,1,MiddleAge,40,4739.0,379120,MatureLowIncome
33812,73,High,SME,"Development worker, international aid",Eldoret,High,3928,Travel,Internet Banking,11024,Travel,3,Elderly,219,2756.0,804752,MatureHighIncome
33813,65,Low,Mass,Higher education lecturer,Nyeri,High,37895,Travel,USSD,13761,Travel,1,Elderly,65,6880.5,894465,MatureLowIncome
33814,35,Low,SME,"Administrator, education",Naivasha,Medium,208433,Groceries,Branch,6705,Education,1,MiddleAge,35,3352.5,234675,MatureLowIncome
33815,33,Low,Mass,"Surveyor, mining",Thika,Low,6471,Bills,USSD,9142,Gadget,1,YoungAdult,33,4571.0,301686,YoungLowIncome
33816,33,High,Affluent,Film/video editor,Meru,Low,1284,Groceries,App,5816,Education,3,YoungAdult,99,1454.0,191928,YoungHighIncome
33817,53,High,Mass,Tax inspector,Thika,High,37882,Groceries,USSD,864,Life,3,Senior,159,216.0,45792,MatureHighIncome
33818,40,Low,Affluent,Energy manager,Nairobi,Medium,126448,Bills,USSD,13289,Medical,1,MiddleAge,40,6644.5,531560,MatureLowIncome
33819,39,High,Mass,Restaurant manager,Nakuru,High,3812,Bills,USSD,13318,Life,3,MiddleAge,117,3329.5,519402,MatureHighIncome
33820,56,Low,Mass,Regulatory affairs officer,Naivasha,High,21963,Bills,USSD,4022,Medical,1,Senior,56,2011.0,225232,MatureLowIncome
33821,50,Medium,Mass,"Editor, commissioning",Kisumu,Medium,158944,Travel,Internet Banking,13891,Travel,2,Senior,100,4630.333333333333,694550,MatureLowIncome
33822,41,High,Mass,Sports coach,Thika,Low,210998,Bills,App,641,Life,3,MiddleAge,123,160.25,26281,MatureHighIncome
33823,78,Low,Mass,Operational investment banker,Nakuru,High,61445,School Fees,App,13386,Motor,1,Elderly,78,6693.0,1044108,MatureLowIncome
33824,72,Medium,SME,Water quality scientist,Eldoret,Medium,112265,Travel,Branch,9145,Motor,2,Elderly,144,3048.3333333333335,658440,MatureLowIncome
33825,78,Medium,SME,Video editor,Machakos,Low,50683,Travel,Internet Banking,12399,Travel,2,Elderly,156,4133.0,967122,MatureLowIncome
33826,37,Low,SME,Clinical cytogeneticist,Thika,Medium,149064,Travel,USSD,7345,Travel,1,MiddleAge,37,3672.5,271765,MatureLowIncome
33827,50,Medium,Affluent,Fitness centre manager,Mombasa,High,266404,Groceries,App,3006,Gadget,2,Senior,100,1002.0,150300,MatureLowIncome
33828,48,Medium,Mass,Technical sales engineer,Kisumu,Medium,194728,School Fees,App,11267,Education,2,MiddleAge,96,3755.6666666666665,540816,MatureLowIncome
33829,57,Low,Mass,Dispensing optician,Nairobi,Medium,24737,Groceries,Internet Banking,6748,Medical,1,Senior,57,3374.0,384636,MatureLowIncome
33830,75,Medium,Mass,Lexicographer,Meru,Low,258544,Groceries,Branch,2867,Medical,2,Elderly,150,955.6666666666666,215025,MatureLowIncome
33831,72,Medium,Affluent,"Nurse, mental health",Nyeri,Medium,226911,Groceries,Internet Banking,2354,Medical,2,Elderly,144,784.6666666666666,169488,MatureLowIncome
33832,25,Low,Affluent,Private music teacher,Thika,Low,179025,Groceries,USSD,11507,Gadget,1,YoungAdult,25,5753.5,287675,YoungLowIncome
33833,27,Low,Affluent,Architect,Nyeri,Low,61472,School Fees,Internet Banking,14330,Education,1,YoungAdult,27,7165.0,386910,YoungLowIncome
33834,18,Medium,Affluent,Personal assistant,Meru,Medium,82587,Groceries,Internet Banking,1661,Education,2,Youth,36,553.6666666666666,29898,MatureLowIncome
33835,38,High,SME,Database administrator,Kisumu,Medium,126201,Electronics,USSD,13876,Gadget,3,MiddleAge,114,3469.0,527288,MatureHighIncome
33836,42,Low,Affluent,"Engineer, broadcasting (operations)",Eldoret,Medium,222488,Bills,App,2126,Life,1,MiddleAge,42,1063.0,89292,MatureLowIncome
33837,49,High,Affluent,"Investment banker, corporate",Eldoret,Low,241528,Groceries,USSD,1796,Life,3,MiddleAge,147,449.0,88004,MatureHighIncome
33838,70,Low,Affluent,"Conservation officer, nature",Eldoret,High,95133,School Fees,Branch,6486,Education,1,Elderly,70,3243.0,454020,MatureLowIncome
33839,78,High,Affluent,Phytotherapist,Meru,High,273650,Electronics,Branch,1343,Gadget,3,Elderly,234,335.75,104754,MatureHighIncome
33840,63,Low,SME,"Engineer, broadcasting (operations)",Mombasa,High,153292,Groceries,App,8648,Medical,1,Senior,63,4324.0,544824,MatureLowIncome
33841,63,Medium,Mass,Visual merchandiser,Thika,Low,167448,Bills,App,8915,Medical,2,Senior,126,2971.6666666666665,561645,MatureLowIncome
33842,27,Medium,Affluent,Retail banker,Machakos,Low,207191,School Fees,Branch,7759,Travel,2,YoungAdult,54,2586.3333333333335,209493,MatureLowIncome
33843,77,High,SME,Gaffer,Nyeri,High,56514,Groceries,Internet Banking,5149,Medical,3,Elderly,231,1287.25,396473,MatureHighIncome
33844,68,High,SME,Clinical psychologist,Nyeri,Medium,116811,Travel,USSD,7315,Travel,3,Elderly,204,1828.75,497420,MatureHighIncome
33845,74,Low,SME,Chartered loss adjuster,Nakuru,Low,158104,Bills,USSD,12365,Medical,1,Elderly,74,6182.5,915010,MatureLowIncome
33846,78,Low,Mass,Clinical biochemist,Nairobi,High,202106,Groceries,USSD,6706,Medical,1,Elderly,78,3353.0,523068,MatureLowIncome
33847,65,High,Affluent,"Engineer, land",Eldoret,Low,20064,Bills,Branch,6174,Medical,3,Elderly,195,1543.5,401310,MatureHighIncome
33848,26,High,Mass,Herpetologist,Eldoret,Medium,80594,Groceries,Internet Banking,8308,Motor,3,YoungAdult,78,2077.0,216008,YoungHighIncome
33849,37,Medium,SME,"Buyer, retail",Nakuru,Medium,146039,Bills,App,9665,Gadget,2,MiddleAge,74,3221.6666666666665,357605,MatureLowIncome
33850,65,High,Mass,"Engineer, land",Mombasa,Low,132058,Travel,Internet Banking,3781,Travel,3,Elderly,195,945.25,245765,MatureHighIncome
33851,37,Medium,SME,Games developer,Naivasha,High,189570,Groceries,Branch,1844,Gadget,2,MiddleAge,74,614.6666666666666,68228,MatureLowIncome
33852,76,High,SME,"Producer, television/film/video",Naivasha,Low,78043,Groceries,USSD,1989,Medical,3,Elderly,228,497.25,151164,MatureHighIncome
33853,57,Medium,Affluent,"Engineer, electrical",Kisumu,Low,57964,Groceries,Internet Banking,12124,Medical,2,Senior,114,4041.3333333333335,691068,MatureLowIncome
33854,24,Medium,SME,Research scientist (maths),Nyeri,Medium,248552,Bills,App,5847,Education,2,Youth,48,1949.0,140328,MatureLowIncome
33855,28,Medium,Mass,Copy,Thika,Medium,175562,Groceries,Internet Banking,2141,Motor,2,YoungAdult,56,713.6666666666666,59948,MatureLowIncome
33856,38,Low,Mass,"Scientist, audiological",Mombasa,High,196826,School Fees,App,6115,Education,1,MiddleAge,38,3057.5,232370,MatureLowIncome
33857,55,Medium,SME,Radiation protection practitioner,Nairobi,Medium,39281,Electronics,USSD,12598,Medical,2,Senior,110,4199.333333333333,692890,MatureLowIncome
33858,64,High,Affluent,"Surveyor, commercial/residential",Meru,High,54743,Groceries,Branch,11934,Medical,3,Senior,192,2983.5,763776,MatureHighIncome
33859,36,High,Mass,"Scientist, research (physical sciences)",Nyeri,High,272340,Electronics,App,10608,Travel,3,MiddleAge,108,2652.0,381888,MatureHighIncome
33860,63,High,Affluent,Higher education lecturer,Nairobi,Low,268180,Travel,Internet Banking,9092,Travel,3,Senior,189,2273.0,572796,MatureHighIncome
33861,32,Low,Affluent,Broadcast engineer,Nyeri,Medium,149763,Travel,App,5003,Travel,1,YoungAdult,32,2501.5,160096,YoungLowIncome
33862,23,Medium,Affluent,Physiological scientist,Eldoret,Low,104227,Electronics,USSD,12246,Travel,2,Youth,46,4082.0,281658,MatureLowIncome
33863,78,Low,Affluent,Ecologist,Kisumu,Low,291033,Travel,USSD,1571,Travel,1,Elderly,78,785.5,122538,MatureLowIncome
33864,73,Medium,SME,Training and development officer,Meru,Low,47766,Bills,Branch,11807,Medical,2,Elderly,146,3935.6666666666665,861911,MatureLowIncome
33865,27,High,SME,Homeopath,Machakos,Medium,35396,Electronics,USSD,13561,Gadget,3,YoungAdult,81,3390.25,366147,YoungHighIncome
33866,63,Medium,SME,Estate agent,Nakuru,High,255520,Bills,USSD,3047,Medical,2,Senior,126,1015.6666666666666,191961,MatureLowIncome
33867,33,Low,Affluent,Bookseller,Machakos,High,147740,Electronics,Internet Banking,10087,Gadget,1,YoungAdult,33,5043.5,332871,YoungLowIncome
33868,62,Low,Mass,"Engineer, technical sales",Eldoret,Low,151707,Groceries,Branch,6562,Medical,1,Senior,62,3281.0,406844,MatureLowIncome
33869,28,Low,Mass,Waste management officer,Nyeri,Medium,293086,Groceries,Branch,11131,Motor,1,YoungAdult,28,5565.5,311668,YoungLowIncome
33870,74,Low,SME,"Engineer, civil (consulting)",Machakos,Medium,121649,Travel,USSD,11375,Travel,1,Elderly,74,5687.5,841750,MatureLowIncome
33871,52,High,Mass,Statistician,Mombasa,Medium,101326,Bills,Branch,7083,Life,3,Senior,156,1770.75,368316,MatureHighIncome
33872,25,Low,SME,Health service manager,Machakos,High,142031,Electronics,Branch,8462,Gadget,1,YoungAdult,25,4231.0,211550,YoungLowIncome
33873,45,Low,Affluent,Dispensing optician,Naivasha,Medium,132183,Electronics,App,8931,Gadget,1,MiddleAge,45,4465.5,401895,MatureLowIncome
33874,20,Low,SME,"Geneticist, molecular",Thika,Low,231969,Electronics,App,13387,Life,1,Youth,20,6693.5,267740,YoungLowIncome
33875,19,High,Mass,Training and development officer,Machakos,High,29526,Electronics,Branch,11610,Gadget,3,Youth,57,2902.5,220590,YoungHighIncome
33876,70,Medium,SME,Health service manager,Naivasha,High,278400,School Fees,Branch,1468,Education,2,Elderly,140,489.3333333333333,102760,MatureLowIncome
33877,31,High,SME,Public relations officer,Eldoret,Low,240548,Travel,App,6614,Travel,3,YoungAdult,93,1653.5,205034,YoungHighIncome
33878,69,High,Mass,"Surveyor, rural practice",Eldoret,Medium,249066,Bills,Internet Banking,6403,Medical,3,Elderly,207,1600.75,441807,MatureHighIncome
33879,46,High,SME,"Radiographer, diagnostic",Nyeri,High,145260,Bills,USSD,5075,Life,3,MiddleAge,138,1268.75,233450,MatureHighIncome
33880,70,Medium,SME,"Surveyor, building",Naivasha,Low,182743,Bills,USSD,12895,Medical,2,Elderly,140,4298.333333333333,902650,MatureLowIncome
33881,71,Low,Mass,Control and instrumentation engineer,Machakos,Low,83124,Bills,USSD,8646,Medical,1,Elderly,71,4323.0,613866,MatureLowIncome
33882,64,High,SME,"Pilot, airline",Nakuru,Medium,3001,School Fees,Branch,2115,Education,3,Senior,192,528.75,135360,MatureHighIncome
33883,20,Low,Affluent,Dance movement psychotherapist,Kisumu,High,183022,Groceries,Internet Banking,1643,Motor,1,Youth,20,821.5,32860,YoungLowIncome
33884,18,Low,SME,Community education officer,Mombasa,Low,193612,School Fees,Branch,14155,Education,1,Youth,18,7077.5,254790,YoungLowIncome
33885,32,Medium,Mass,"Designer, interior/spatial",Thika,High,73632,School Fees,Branch,8761,Life,2,YoungAdult,64,2920.3333333333335,280352,MatureLowIncome
33886,37,Medium,Affluent,Retail banker,Naivasha,Low,114919,Electronics,App,8387,Gadget,2,MiddleAge,74,2795.6666666666665,310319,MatureLowIncome
33887,39,High,Affluent,Textile designer,Mombasa,High,183970,Bills,App,5176,Medical,3,MiddleAge,117,1294.0,201864,MatureHighIncome
33888,51,Medium,Mass,Operational investment banker,Mombasa,Low,146315,Travel,USSD,1875,Travel,2,Senior,102,625.0,95625,MatureLowIncome
33889,67,Medium,Mass,"Surveyor, insurance",Kisumu,Low,22136,School Fees,Internet Banking,4087,Education,2,Elderly,134,1362.3333333333333,273829,MatureLowIncome
33890,50,Medium,SME,"Teacher, secondary school",Nakuru,Low,134268,Groceries,USSD,12775,Gadget,2,Senior,100,4258.333333333333,638750,MatureLowIncome
33891,26,Low,Affluent,Dance movement psychotherapist,Eldoret,Medium,142902,Bills,App,8424,Life,1,YoungAdult,26,4212.0,219024,YoungLowIncome
33892,20,Medium,Affluent,Theatre manager,Nakuru,High,203916,Travel,App,4070,Travel,2,Youth,40,1356.6666666666667,81400,MatureLowIncome
33893,19,High,Affluent,Administrator,Nakuru,High,166417,Bills,Branch,12037,Life,3,Youth,57,3009.25,228703,YoungHighIncome
33894,21,Medium,Mass,Administrator,Kisumu,High,186398,School Fees,Internet Banking,1469,Education,2,Youth,42,489.6666666666667,30849,MatureLowIncome
33895,33,High,SME,Exercise physiologist,Naivasha,Low,290361,School Fees,USSD,14378,Education,3,YoungAdult,99,3594.5,474474,YoungHighIncome
33896,71,High,Mass,Sports coach,Naivasha,Medium,259229,Travel,App,8582,Travel,3,Elderly,213,2145.5,609322,MatureHighIncome
33897,50,Medium,Affluent,Learning mentor,Nakuru,High,91751,School Fees,Branch,3776,Education,2,Senior,100,1258.6666666666667,188800,MatureLowIncome
33898,26,Low,SME,"Restaurant manager, fast food",Nairobi,High,180889,School Fees,App,2742,Education,1,YoungAdult,26,1371.0,71292,YoungLowIncome
33899,74,High,SME,Commissioning editor,Mombasa,High,84051,Electronics,Internet Banking,2309,Education,3,Elderly,222,577.25,170866,MatureHighIncome
33900,57,High,Mass,Illustrator,Nakuru,Medium,78546,Bills,USSD,7981,Travel,3,Senior,171,1995.25,454917,MatureHighIncome
33901,55,High,Affluent,"Editor, film/video",Nakuru,High,276515,Electronics,Branch,3054,Travel,3,Senior,165,763.5,167970,MatureHighIncome
33902,69,Medium,Affluent,"Conservation officer, historic buildings",Machakos,High,261522,Groceries,USSD,1314,Travel,2,Elderly,138,438.0,90666,MatureLowIncome
33903,35,High,Affluent,"Geologist, engineering",Mombasa,Low,254770,Groceries,USSD,7454,Life,3,MiddleAge,105,1863.5,260890,MatureHighIncome
33904,33,Medium,SME,Broadcast engineer,Nairobi,Low,240538,School Fees,App,14816,Education,2,YoungAdult,66,4938.666666666667,488928,MatureLowIncome
33905,25,High,Affluent,Health and safety adviser,Meru,Medium,53467,Groceries,App,7137,Life,3,YoungAdult,75,1784.25,178425,YoungHighIncome
33906,40,Low,Mass,Pharmacologist,Thika,High,5706,Electronics,Internet Banking,5729,Gadget,1,MiddleAge,40,2864.5,229160,MatureLowIncome
33907,77,High,SME,Estate agent,Nairobi,Medium,34444,Travel,Branch,1429,Travel,3,Elderly,231,357.25,110033,MatureHighIncome
33908,79,Medium,Mass,Archaeologist,Thika,Low,34544,School Fees,USSD,513,Education,2,Elderly,158,171.0,40527,MatureLowIncome
33909,53,Medium,SME,Fitness centre manager,Meru,Low,62007,Electronics,Internet Banking,9163,Gadget,2,Senior,106,3054.3333333333335,485639,MatureLowIncome
33910,20,High,Mass,"Surveyor, rural practice",Meru,Medium,241630,Groceries,Internet Banking,2597,Life,3,Youth,60,649.25,51940,YoungHighIncome
33911,32,Medium,Affluent,Geochemist,Eldoret,Low,161949,School Fees,Branch,8178,Education,2,YoungAdult,64,2726.0,261696,MatureLowIncome
33912,55,Low,SME,"Designer, ceramics/pottery",Nairobi,High,127748,Groceries,Internet Banking,9205,Motor,1,Senior,55,4602.5,506275,MatureLowIncome
33913,50,Medium,Mass,Chartered legal executive (England and Wales),Eldoret,Medium,258435,Travel,Branch,2590,Travel,2,Senior,100,863.3333333333334,129500,MatureLowIncome
33914,35,High,SME,Exercise physiologist,Nyeri,High,82997,Travel,App,7353,Education,3,MiddleAge,105,1838.25,257355,MatureHighIncome
33915,40,Low,SME,Health promotion specialist,Eldoret,High,288656,Electronics,USSD,10306,Education,1,MiddleAge,40,5153.0,412240,MatureLowIncome
